Reporting_Period,County,Facility_Name,Number_of_Incarcerated_in_the_Facility,Total_Number_Tested,Total_Confirmed_Positive,Confirmed_at_Intake_(Optional),Confirmed_in_First_14 Days_(Optional),Confirmed_In_Custody_(Optional),Hospitalized,Estimated_Resolved,Deaths,Additional_Information_(Optional),Staff_Tested,Staff_Confirmed_Positive,Staff_Resolved,Additional_County_Information
9/20/20 - 9/26/20,San Diego,Vista Facility,598,113,0,,,,0,0,0,,,,,
9/27/20 - 10/03/20,San Diego,Vista Facility,586,163,0,,,,0,0,0,,,,,
10/04/20 - 10/10/20,San Diego,Work Furlough/Corr. Alternative,234,0,0,,,,0,0,0,,,,,
10/11/20 - 10/17/20,San Diego,Work Furlough/Corr. Alternative,234,<11,0,,,,0,0,0,,,,,
10/18/20 - 10/24/20,San Diego,Work Furlough/Corr. Alternative,230,0,0,,,,0,0,0,,,,,
10/25/20 - 10/31/20,San Diego,Work Furlough/Corr. Alternative,230,<11,<11,,,,<11,0,0,,,,,
11/01/20 - 11/07/20,San Diego,Work Furlough/Corr. Alternative,224,<11,<11,,,,0,0,0,,,,,
7/19/20 - 7/25/20,San Diego,Work Furlough/Corr. Alternative,203,12,<11,,,,0,25,0,,,,,
7/26/20 - 8/01/20,San Diego,Work Furlough/Corr. Alternative,187,0,0,,,,0,<11,0,,,,,
8/02/20 - 8/08/20,San Diego,Work Furlough/Corr. Alternative,191,0,0,,,,0,0,0,,,,,
8/09/20 - 8/15/20,San Diego,Work Furlough/Corr. Alternative,206,<11,0,,,,0,0,0,,,,,
8/16/20 - 8/22/20,San Diego,Work Furlough/Corr. Alternative,211,<11,0,,,,0,0,0,,,,,
8/23/20 - 8/29/20,San Diego,Work Furlough/Corr. Alternative,198,0,0,,,,0,0,0,,,,,
8/30/20 - 9/05/20,San Diego,Work Furlough/Corr. Alternative,209,0,0,,,,0,0,0,,,,,
9/06/20 - 9/12/20,San Diego,Work Furlough/Corr. Alternative,233,0,0,,,,0,0,0,,,,,
9/13/20 - 9/19/20,San Diego,Work Furlough/Corr. Alternative,230,0,0,,,,0,0,0,,,,,
9/20/20 - 9/26/20,San Diego,Work Furlough/Corr. Alternative,230,0,0,,,,0,0,0,,,,,
9/27/20 - 10/03/20,San Diego,Work Furlough/Corr. Alternative,231,0,0,,,,0,0,0,,,,,
10/04/20 - 10/10/20,San Diego,,,,,,,,,,,,<11,0,0,"The Work Furlough & Residential Re-Entry Center Facility is operated by CoreCivic under contract with the County of SD Probation and Sheriff's Departments and under federal contract with the BOP. Staff: Tested <11, Confirmed 0, Resolved 0"
10/11/20 - 10/17/20,San Diego,,,,,,,,,,,,<11,<11,<11,"The Work Furlough & Residential Re-Entry Center Facility is operated by CoreCivic under contract with the County of SD Probation and Sheriff's Departments and under federal contract with the BOP. Staff: Tested <11, Confirmed 0, Resolved 0"
10/18/20 - 10/24/20,San Diego,,,,,,,,,,,,<11,<11,0,"The Work Furlough & Residential Re-Entry Center Facility is operated by CoreCivic under contract with the County of SD Probation and Sheriff's Departments and under federal contract with the BOP. Staff: Tested 0, Confirmed 0, Resolved 0"
10/25/20 - 10/31/20,San Diego,,,,,,,,,,,,13,<11,<11,"The Work Furlough & Residential Re-Entry Center Facility is operated by CoreCivic under contract with the County of SD Probation and Sheriff's Departments and under federal contract with the BOP. Staff: Tested 0, Confirmed 0, Resolved 0"
11/01/20 - 11/07/20,San Diego,,,,,,,,,,,,17,<11,<11,"The Work Furlough & Residential Re-Entry Center Facility is operated by CoreCivic under contract with the County of SD Probation and Sheriff's Departments and under federal contract with the BOP. Staff: Tested 0, Confirmed 0, Resolved 0"
7/19/20 - 7/25/20,San Diego,,,,,,,,,,,,22,<11,0,"The Work Furlough & Residential Re-Entry Center Facility is operated by CoreCivic under contract with the County of SD Probation and Sheriff's Departments and under federal contract with the BOP. Staff: Tested <11, Confirmed <11, Resolved <11"
7/26/20 - 8/01/20,San Diego,,,,,,,,,,,,15,<11,0,"The Work Furlough & Residential Re-Entry Center Facility is operated by CoreCivic under contract with the County of SD Probation and Sheriff's Departments and under federal contract with the BOP. Staff: Tested 0, Confirmed 0, Resolved <11"
8/02/20 - 8/08/20,San Diego,,,,,,,,,,,,13,<11,<11,"The Work Furlough & Residential Re-Entry Center Facility is operated by CoreCivic under contract with the County of SD Probation and Sheriff's Departments and under federal contract with the BOP. Staff: Tested <11, Confirmed 0, Resolved 0"
8/09/20 - 8/15/20,San Diego,,,,,,,,,,,,<11,0,<11,"The Work Furlough & Residential Re-Entry Center Facility is operated by CoreCivic under contract with the County of SD Probation and Sheriff's Departments and under federal contract with the BOP. Staff: Tested 0, Confirmed 0, Resolved 0"
8/16/20 - 8/22/20,San Diego,,,,,,,,,,,,<11,0,<11,"The Work Furlough & Residential Re-Entry Center Facility is operated by CoreCivic under contract with the County of SD Probation and Sheriff's Departments and under federal contract with the BOP. Staff: Tested <11, Confirmed 0, Resolved 0"
8/16/20 - 8/22/20,San Diego,,,,,,,,,,,,<11,0,<11,
8/23/20 - 8/29/20,San Diego,,,,,,,,,,,,<11,0,<11,"The Work Furlough & Residential Re-Entry Center Facility is operated by CoreCivic under contract with the County of SD Probation and Sheriff's Departments and under federal contract with the BOP. Staff: Tested 0, Confirmed 0, Resolved 0"
8/30/20 - 9/05/20,San Diego,,,,,,,,,,,,<11,0,0,"The Work Furlough & Residential Re-Entry Center Facility is operated by CoreCivic under contract with the County of SD Probation and Sheriff's Departments and under federal contract with the BOP. Staff: Tested 0, Confirmed 0, Resolved 0"
9/06/20 - 9/12/20,San Diego,,,,,,,,,,,,<11,0,0,"The Work Furlough & Residential Re-Entry Center Facility is operated by CoreCivic under contract with the County of SD Probation and Sheriff's Departments and under federal contract with the BOP. Staff: Tested 0, Confirmed 0, Resolved 0"
9/13/20 - 9/19/20,San Diego,,,,,,,,,,,,<11,<11,<11,"The Work Furlough & Residential Re-Entry Center Facility is operated by CoreCivic under contract with the County of SD Probation and Sheriff's Departments and under federal contract with the BOP. Staff: Tested 0, Confirmed 0, Resolved 0"
9/20/20 - 9/26/20,San Diego,,,,,,,,,,,,<11,<11,0,"The Work Furlough & Residential Re-Entry Center Facility is operated by CoreCivic under contract with the County of SD Probation and Sheriff's Departments and under federal contract with the BOP. Staff: Tested 0, Confirmed 0, Resolved 0"
9/27/20 - 10/03/20,San Diego,,,,,,,,,,,,13,<11,0,"The Work Furlough & Residential Re-Entry Center Facility is operated by CoreCivic under contract with the County of SD Probation and Sheriff's Departments and under federal contract with the BOP. Staff: Tested 0, Confirmed 0, Resolved 0"
7/19/20 - 7/25/20,San Francisco,No Data Reported,,,,,,,,,,,,,,
7/26/20 - 8/01/20,San Francisco,No Data Reported,,,,,,,,,,,,,,
8/02/20 - 8/08/20,San Francisco,No Data Reported,,,,,,,,,,,,,,
8/09/20 - 8/15/20,San Francisco,No Data Reported,,,,,,,,,,,,,,
8/16/20 - 8/22/20,San Francisco,No Data Reported,,,,,,,,,,,,,,
8/23/20 - 8/29/20,San Francisco,Reports data as county totals,742,255,<11,<11,,,0,<11,0,,,,,
8/30/20 - 9/05/20,San Francisco,Reports data as county totals,770,240,<11,,,,0,<11,0,,,,,
9/06/20 - 9/12/20,San Francisco,Reports data as county totals,747,248,<11,,,,0,<11,0,,,,,
9/13/20 - 9/19/20,San Francisco,Reports data as county totals,755,298,<11,,,,0,<11,0,,,,,
10/04/20 - 10/10/20,San Francisco,,785,295,<11,,,,0,<11,0,,,,,
10/04/20 - 10/10/20,San Francisco,,,,,,,,,,,,U,U,U,
10/11/20 - 10/17/20,San Francisco,,816,312,<11,,,,0,<11,0,,,,,
10/11/20 - 10/17/20,San Francisco,,,,,,,,,,,,U,U,U,
10/18/20 - 10/24/20,San Francisco,,783,281,0,,,,0,0,0,,,,,
10/18/20 - 10/24/20,San Francisco,,,,,,,,,,,,U,U,U,
10/25/20 - 10/31/20,San Francisco,,760,392,0,,,,0,0,0,,,,,
10/25/20 - 10/31/20,San Francisco,,,,,,,,,,,,U,U,U,
11/01/20 - 11/07/20,San Francisco,,745,358,<11,,,,0,0,0,,,,,
11/01/20 - 11/07/20,San Francisco,,,,,,,,,,,,U,U,U,
7/19/20 - 7/25/20,San Francisco,,,,,,,,,,,,No Data Reported,,,
7/26/20 - 8/01/20,San Francisco,,,,,,,,,,,,No Data Reported,,,
8/02/20 - 8/08/20,San Francisco,,,,,,,,,,,,No Data Reported,,,
8/09/20 - 8/15/20,San Francisco,,,,,,,,,,,,No Data Reported,,,
8/16/20 - 8/22/20,San Francisco,,,,,,,,,,,,U,U,U,
8/23/20 - 8/29/20,San Francisco,,,,,,,,,,,,U,U,U,
8/30/20 - 9/05/20,San Francisco,,,,,,,,,,,,U,U,U,
9/06/20 - 9/12/20,San Francisco,,,,,,,,,,,,U,U,U,
9/13/20 - 9/19/20,San Francisco,,,,,,,,,,,,U,U,U,
9/20/20 - 9/26/20,San Francisco,,749,291,<11,,,,0,<11,0,,,,,
9/20/20 - 9/26/20,San Francisco,,,,,,,,,,,,U,U,U,
9/27/20 - 10/03/20,San Francisco,,763,378,<11,,,,0,<11,0,,,,,
9/27/20 - 10/03/20,San Francisco,,,,,,,,,,,,U,U,U,
10/04/20 - 10/10/20,San Joaquin,John J. Zunino Facility/San Joaquin County Honor Farm,1483,<11,0,0,0,0,0,0,0,,,,,
10/11/20 - 10/17/20,San Joaquin,John J. Zunino Facility/San Joaquin County Honor Farm,1511,<11,0,0,0,0,0,0,0,,,,,
10/18/20 - 10/24/20,San Joaquin,John J. Zunino Facility/San Joaquin County Honor Farm,1526,<11,<11,0,<11,<11,0,0,0,,,,,
10/25/20 - 10/31/20,San Joaquin,John J. Zunino Facility/San Joaquin County Honor Farm,1525,117,<11,0,0,<11,0,0,0,,,,,
11/01/20 - 11/07/20,San Joaquin,John J. Zunino Facility/San Joaquin County Honor Farm,1417,299,<11,0,,0,0,0,0,,,,,
7/19/20 - 7/25/20,San Joaquin,John J. Zunino Facility/San Joaquin County Honor Farm,1330,<11,<11,0,<11,<11,0,<11,0,,,,,
7/26/20 - 8/01/20,San Joaquin,John J. Zunino Facility/San Joaquin County Honor Farm,1319,<11,0,0,0,0,0,0,0,,,,,
8/02/20 - 8/08/20,San Joaquin,John J. Zunino Facility/San Joaquin County Honor Farm,1357,<11,0,0,0,0,0,0,0,,,,,
8/09/20 - 8/15/20,San Joaquin,John J. Zunino Facility/San Joaquin County Honor Farm,1395,<11,<11,0,0,<11,0,<11,0,,,,,
8/16/20 - 8/22/20,San Joaquin,John J. Zunino Facility/San Joaquin County Honor Farm,1404,170,17,<11,0,17,0,0,0,,,,,
8/23/20 - 8/29/20,San Joaquin,John J. Zunino Facility/San Joaquin County Honor Farm,1393,166,<11,0,<11,<11,0,0,0,,,,,
8/30/20 - 9/05/20,San Joaquin,John J. Zunino Facility/San Joaquin County Honor Farm,1416,87,<11,0,0,<11,0,0,0,,,,,
9/06/20 - 9/12/20,San Joaquin,John J. Zunino Facility/San Joaquin County Honor Farm,1427,63,0,0,0,0,0,0,0,,,,,
9/13/20 - 9/19/20,San Joaquin,John J. Zunino Facility/San Joaquin County Honor Farm,1434,<11,0,0,0,0,0,0,0,,,,,
9/20/20 - 9/26/20,San Joaquin,John J. Zunino Facility/San Joaquin County Honor Farm,1474,<11,0,0,0,0,0,0,0,,,,,
9/27/20 - 10/03/20,San Joaquin,John J. Zunino Facility/San Joaquin County Honor Farm,1486,<11,0,0,0,0,0,0,0,,,,,
10/04/20 - 10/10/20,San Joaquin,,,,,,,,,,,,<11,0,0,
10/11/20 - 10/17/20,San Joaquin,,,,,,,,,,,,<11,0,0,
10/18/20 - 10/24/20,San Joaquin,,,,,,,,,,,,<11,0,0,
10/25/20 - 10/31/20,San Joaquin,,,,,,,,,,,,<11,0,0,
11/01/20 - 11/07/20,San Joaquin,,,,,,,,,,,,<11,<11,0,
7/19/20 - 7/25/20,San Joaquin,,,,,,,,,,,,<11,0,0,
7/26/20 - 8/01/20,San Joaquin,,,,,,,,,,,,<11,0,0,
8/02/20 - 8/08/20,San Joaquin,,,,,,,,,,,,<11,0,0,
8/09/20 - 8/15/20,San Joaquin,,,,,,,,,,,,<11,0,0,
8/16/20 - 8/22/20,San Joaquin,,,,,,,,,,,,0,0,0,
8/23/20 - 8/29/20,San Joaquin,,,,,,,,,,,,0,0,0,
8/30/20 - 9/05/20,San Joaquin,,,,,,,,,,,,<11,0,0,
9/06/20 - 9/12/20,San Joaquin,,,,,,,,,,,,0,0,0,
9/13/20 - 9/19/20,San Joaquin,,,,,,,,,,,,<11,<11,<11,
9/20/20 - 9/26/20,San Joaquin,,,,,,,,,,,,<11,0,0,
9/27/20 - 10/03/20,San Joaquin,,,,,,,,,,,,<11,0,0,
10/04/20 - 10/10/20,San Luis Obsispo,San Luis Obispo County Jail,433,53,0,,,,0,0,0,,,,,
10/11/20 - 10/17/20,San Luis Obsispo,San Luis Obispo County Jail,428,28,0,,,,0,0,0,,,,,
10/18/20 - 10/24/20,San Luis Obsispo,San Luis Obispo County Jail,439,116,0,,,,0,0,0,,,,,
10/25/20 - 10/31/20,San Luis Obsispo,San Luis Obispo County Jail,377,56,<11,,,,0,0,0,,,,,
11/01/20 - 11/07/20,San Luis Obsispo,San Luis Obispo County Jail,402,43,0,,,,0,0,0,,,,,
7/19/20 - 7/25/20,San Luis Obsispo,San Luis Obispo County Jail,414,35,<11,0,0,<11,0,<11,0,,,,,
7/26/20 - 8/01/20,San Luis Obsispo,San Luis Obispo County Jail,416,53,0,0,0,0,0,<11,0,,,,,
8/02/20 - 8/08/20,San Luis Obsispo,San Luis Obispo County Jail,421,14,0,0,0,0,0,0,0,,,,,
8/09/20 - 8/15/20,San Luis Obsispo,San Luis Obispo County Jail,426,<11,0,0,0,0,0,0,0,,,,,
8/16/20 - 8/22/20,San Luis Obsispo,San Luis Obispo County Jail,432,17,0,0,0,0,0,0,0,,,,,
8/23/20 - 8/29/20,San Luis Obsispo,San Luis Obispo County Jail,437,13,0,0,0,0,0,0,0,,,,,
8/30/20 - 9/05/20,San Luis Obsispo,San Luis Obispo County Jail,450,17,0,,,,0,0,0,,,,,
9/06/20 - 9/12/20,San Luis Obsispo,San Luis Obispo County Jail,433,23,0,,,,0,0,0,,,,,
9/13/20 - 9/19/20,San Luis Obsispo,San Luis Obispo County Jail,439,20,0,,,,0,0,0,,,,,
9/20/20 - 9/26/20,San Luis Obsispo,San Luis Obispo County Jail,440,38,<11,,,,0,0,0,,,,,
9/27/20 - 10/03/20,San Luis Obsispo,San Luis Obispo County Jail,446,23,0,,,,0,0,0,,,,,
10/04/20 - 10/10/20,San Luis Obsispo,,,,,,,,,,,,<11,0,0,
10/11/20 - 10/17/20,San Luis Obsispo,,,,,,,,,,,,<11,0,0,
10/18/20 - 10/24/20,San Luis Obsispo,,,,,,,,,,,,<11,0,0,
10/25/20 - 10/31/20,San Luis Obsispo,,,,,,,,,,,,<11,0,0,
11/01/20 - 11/07/20,San Luis Obsispo,,,,,,,,,,,,<11,0,0,
7/19/20 - 7/25/20,San Luis Obsispo,,,,,,,,,,,,30,<11,<11,
7/26/20 - 8/01/20,San Luis Obsispo,,,,,,,,,,,,27,0,<11,
8/02/20 - 8/08/20,San Luis Obsispo,,,,,,,,,,,,<11,0,<11,
8/09/20 - 8/15/20,San Luis Obsispo,,,,,,,,,,,,<11,0,0,
8/16/20 - 8/22/20,San Luis Obsispo,,,,,,,,,,,,<11,<11,0,
8/23/20 - 8/29/20,San Luis Obsispo,,,,,,,,,,,,<11,<11,<11,
8/30/20 - 9/05/20,San Luis Obsispo,,,,,,,,,,,,<11,0,0,
9/06/20 - 9/12/20,San Luis Obsispo,,,,,,,,,,,,<11,0,0,
9/13/20 - 9/19/20,San Luis Obsispo,,,,,,,,,,,,<11,0,0,
9/20/20 - 9/26/20,San Luis Obsispo,,,,,,,,,,,,<11,0,0,
9/27/20 - 10/03/20,San Luis Obsispo,,,,,,,,,,,,<11,0,0,
10/04/20 - 10/10/20,San Mateo,Maguire Correctional Facility,349,79,<11,,,,0,0,0,,,,,
10/11/20 - 10/17/20,San Mateo,Maguire Correctional Facility,369,84,0,,,,0,0,0,,,,,
10/18/20 - 10/24/20,San Mateo,Maguire Correctional Facility,390,97,<11,,,,0,0,0,,,,,
10/25/20 - 10/31/20,San Mateo,Maguire Correctional Facility,360,94,<11,,,,0,0,0,,,,,
11/01/20 - 11/07/20,San Mateo,Maguire Correctional Facility,366,86,<11,,,,0,<11,0,,,,,
7/19/20 - 7/25/20,San Mateo,Maguire Correctional Facility,308,96,<11,0,<11,<11,0,0,0,,,,,
7/26/20 - 8/01/20,San Mateo,Maguire Correctional Facility,341,94,0,0,0,0,0,0,0,,,,,
8/02/20 - 8/08/20,San Mateo,Maguire Correctional Facility,328,104,<11,0,<11,0,0,<11,0,,,,,
8/09/20 - 8/15/20,San Mateo,Maguire Correctional Facility,343,84,<11,0,<11,<11,0,0,0,,,,,
8/16/20 - 8/22/20,San Mateo,Maguire Correctional Facility,344,105,<11,,,,0,<11,0,,,,,
8/23/20 - 8/29/20,San Mateo,Maguire Correctional Facility,640,82,0,,,,0,<11,0,,,,,
8/30/20 - 9/05/20,San Mateo,Maguire Correctional Facility,342,77,0,,,,0,<11,0,,,,,
9/06/20 - 9/12/20,San Mateo,Maguire Correctional Facility,335,107,<11,,,,0,0,0,,,,,
9/13/20 - 9/19/20,San Mateo,Maguire Correctional Facility,337,77,<11,,,,0,0,0,,,,,
9/20/20 - 9/26/20,San Mateo,Maguire Correctional Facility,347,97,0,,,,0,<11,0,,,,,
9/27/20 - 10/03/20,San Mateo,Maguire Correctional Facility,361,93,0,,,,0,0,0,,,,,
10/04/20 - 10/10/20,San Mateo,Maple Street Correctional Facility,309,<11,0,,,,0,0,0,,,,,
10/11/20 - 10/17/20,San Mateo,Maple Street Correctional Facility,311,11,0,,,,0,0,0,,,,,
10/18/20 - 10/24/20,San Mateo,Maple Street Correctional Facility,311,<11,0,,,,0,0,0,,,,,
10/25/20 - 10/31/20,San Mateo,Maple Street Correctional Facility,325,16,0,,,,0,0,0,,,,,
11/01/20 - 11/07/20,San Mateo,Maple Street Correctional Facility,352,<11,0,,,,0,0,0,,,,,
7/19/20 - 7/25/20,San Mateo,Maple Street Correctional Facility,265,19,0,0,0,0,0,0,0,,,,,
7/26/20 - 8/01/20,San Mateo,Maple Street Correctional Facility,271,<11,0,0,0,0,0,0,0,,,,,
8/02/20 - 8/08/20,San Mateo,Maple Street Correctional Facility,277,13,0,0,0,0,0,0,0,,,,,
8/09/20 - 8/15/20,San Mateo,Maple Street Correctional Facility,299,20,0,0,<11,0,0,0,0,,,,,
8/16/20 - 8/22/20,San Mateo,Maple Street Correctional Facility,295,77,<11,,,,0,0,0,,,,,
8/23/20 - 8/29/20,San Mateo,Maple Street Correctional Facility,295,47,0,,,,0,0,0,,,,,
8/30/20 - 9/05/20,San Mateo,Maple Street Correctional Facility,311,43,0,,,,0,0,0,,,,,
9/06/20 - 9/12/20,San Mateo,Maple Street Correctional Facility,314,12,0,,,,0,0,0,,,,,
9/13/20 - 9/19/20,San Mateo,Maple Street Correctional Facility,331,12,0,,,,0,0,0,,,,,
9/20/20 - 9/26/20,San Mateo,Maple Street Correctional Facility,317,<11,0,,,,0,0,0,,,,,
9/27/20 - 10/03/20,San Mateo,Maple Street Correctional Facility,319,11,0,,,,0,0,0,,,,,
10/04/20 - 10/10/20,San Mateo,SM Transitional Facility,15,0,0,,,,0,0,0,,,,,
10/11/20 - 10/17/20,San Mateo,SM Transitional Facility,15,0,0,,,,0,0,0,,,,,
10/18/20 - 10/24/20,San Mateo,SM Transitional Facility,16,0,0,,,,0,0,0,,,,,
10/25/20 - 10/31/20,San Mateo,SM Transitional Facility,13,0,0,,,,0,0,0,,,,,
11/01/20 - 11/07/20,San Mateo,SM Transitional Facility,18,0,0,,,,0,0,0,,,,,
7/19/20 - 7/25/20,San Mateo,SM Transitional Facility,11,0,0,0,0,0,0,0,0,,,,,
7/26/20 - 8/01/20,San Mateo,SM Transitional Facility,10,0,0,0,0,0,0,0,0,,,,,
8/02/20 - 8/08/20,San Mateo,SM Transitional Facility,13,0,0,0,0,0,0,0,0,,,,,
8/09/20 - 8/15/20,San Mateo,SM Transitional Facility,12,0,0,0,0,0,0,0,0,,,,,
8/16/20 - 8/22/20,San Mateo,SM Transitional Facility,12,0,0,,,,0,0,0,,,,,
8/23/20 - 8/29/20,San Mateo,SM Transitional Facility,11,0,0,,,,0,0,0,,,,,
8/30/20 - 9/05/20,San Mateo,SM Transitional Facility,11,0,0,,,,0,0,0,,,,,
9/06/20 - 9/12/20,San Mateo,SM Transitional Facility,11,0,0,,,,0,0,0,,,,,
9/13/20 - 9/19/20,San Mateo,SM Transitional Facility,13,0,0,,,,0,0,0,,,,,
9/20/20 - 9/26/20,San Mateo,SM Transitional Facility,13,0,0,,,,0,0,0,,,,,
9/27/20 - 10/03/20,San Mateo,SM Transitional Facility,13,0,0,,,,0,0,0,,,,,
10/04/20 - 10/10/20,San Mateo,,,,,,,,,,,,333,0,0,
10/11/20 - 10/17/20,San Mateo,,,,,,,,,,,,333,0,0,
10/18/20 - 10/24/20,San Mateo,,,,,,,,,,,,222,<11,0,
10/25/20 - 10/31/20,San Mateo,,,,,,,,,,,,U,<11,0,
11/01/20 - 11/07/20,San Mateo,,,,,,,,,,,,381,<11,0,
7/19/20 - 7/25/20,San Mateo,,,,,,,,,,,,0,0,0,
7/26/20 - 8/01/20,San Mateo,,,,,,,,,,,,272,<11,0,
8/02/20 - 8/08/20,San Mateo,,,,,,,,,,,,U,<11,0,
8/09/20 - 8/15/20,San Mateo,,,,,,,,,,,,U,<11,<11,
8/16/20 - 8/22/20,San Mateo,,,,,,,,,,,,U,0,0,
8/23/20 - 8/29/20,San Mateo,,,,,,,,,,,,302,<11,0,
8/30/20 - 9/05/20,San Mateo,,,,,,,,,,,,U,0,0,
9/06/20 - 9/12/20,San Mateo,,,,,,,,,,,,308,0,0,
9/13/20 - 9/19/20,San Mateo,,,,,,,,,,,,U,0,0,
9/20/20 - 9/26/20,San Mateo,,,,,,,,,,,,333,0,0,
9/27/20 - 10/03/20,San Mateo,,,,,,,,,,,,U,0,0,
11/01/20 - 11/07/20,Santa Barbara,No Data Reported,,,,,,,,,,,,,,
10/04/20 - 10/10/20,Santa Barbara,Santa Barbara County Main Jail,655,40,0,0,0,0,0,0,0,,,,,
10/11/20 - 10/17/20,Santa Barbara,Santa Barbara County Main Jail,665,32,0,0,0,0,0,0,0,,,,,
10/18/20 - 10/24/20,Santa Barbara,Santa Barbara County Main Jail,673,46,0,0,0,0,0,0,0,,,,,
10/25/20 - 10/31/20,Santa Barbara,Santa Barbara County Main Jail,655,36,0,0,0,0,0,0,0,,,,,
7/19/20 - 7/25/20,Santa Barbara,Santa Barbara County Main Jail,593,<11,<11,<11,0,0,0,<11,0,"Prior to this reporting week, we offered testing to the entire inmate population with the exception of our intake quarantine areas.  Testing was completed in a previous week.",,,,
7/26/20 - 8/01/20,Santa Barbara,Santa Barbara County Main Jail,593,20,<11,<11,0,<11,0,<11,0,,,,,
8/02/20 - 8/08/20,Santa Barbara,Santa Barbara County Main Jail,603,<11,0,0,0,0,0,<11,0,,,,,
8/09/20 - 8/15/20,Santa Barbara,Santa Barbara County Main Jail,609,150,21,0,0,21,0,<11,<11,,,,,
8/16/20 - 8/22/20,Santa Barbara,Santa Barbara County Main Jail,635,90,<11,0,0,<11,0,19,0,,,,,
8/23/20 - 8/29/20,Santa Barbara,Santa Barbara County Main Jail,644,143,24,0,0,24,0,<11,0,,,,,
8/30/20 - 9/05/20,Santa Barbara,Santa Barbara County Main Jail,720,501,18,0,0,18,0,<11,0,We offered testing to all inmates in custody (exlcluding those in intake quarantine housing units) on 9/2/20.,,,,
9/06/20 - 9/12/20,Santa Barbara,Santa Barbara County Main Jail,644,66,<11,0,0,<11,0,<11,0,,,,,
9/13/20 - 9/19/20,Santa Barbara,Santa Barbara County Main Jail,644,75,0,0,0,0,0,<11,0,,,,,
9/20/20 - 9/26/20,Santa Barbara,Santa Barbara County Main Jail,649,18,0,0,0,0,0,32,0,,,,,
9/27/20 - 10/03/20,Santa Barbara,Santa Barbara County Main Jail,657,31,0,0,0,0,0,<11,0,,,,,
10/04/20 - 10/10/20,Santa Barbara,,,,,,,,,,,,271,<11,0,
10/11/20 - 10/17/20,Santa Barbara,,,,,,,,,,,,304,0,<11,
10/18/20 - 10/24/20,Santa Barbara,,,,,,,,,,,,305,0,<11,
10/25/20 - 10/31/20,Santa Barbara,,,,,,,,,,,,296,0,<11,
11/01/20 - 11/07/20,Santa Barbara,,,,,,,,,,,,No Data Reported,,,
7/19/20 - 7/25/20,Santa Barbara,,,,,,,,,,,,275,<11,<11,
7/26/20 - 8/01/20,Santa Barbara,,,,,,,,,,,,272,<11,<11,
8/02/20 - 8/08/20,Santa Barbara,,,,,,,,,,,,<11,<11,<11,
8/09/20 - 8/15/20,Santa Barbara,,,,,,,,,,,,<11,0,0,
8/16/20 - 8/22/20,Santa Barbara,,,,,,,,,,,,253,<11,<11,
8/23/20 - 8/29/20,Santa Barbara,,,,,,,,,,,,277,0,<11,
8/30/20 - 9/05/20,Santa Barbara,,,,,,,,,,,,265,0,<11,
9/06/20 - 9/12/20,Santa Barbara,,,,,,,,,,,,276,<11,<11,
9/13/20 - 9/19/20,Santa Barbara,,,,,,,,,,,,268,0,<11,
9/20/20 - 9/26/20,Santa Barbara,,,,,,,,,,,,277,0,0,
9/27/20 - 10/03/20,Santa Barbara,,,,,,,,,,,,264,<11,<11,
10/04/20 - 10/10/20,Santa Clara,Elmwood Complex - Men's facility,1270,U,U,,,,U,U,U,https://www.sccgov.org/sites/sheriff/COVID19/Pages/Population-COVID-19-Tracking.aspx,,,,
10/11/20 - 10/17/20,Santa Clara,Elmwood Complex - Men's facility,1291,U,U,,,,U,U,U,https://www.sccgov.org/sites/sheriff/COVID19/Pages/Population-COVID-19-Tracking.aspx,,,,
10/18/20 - 10/24/20,Santa Clara,Elmwood Complex - Men's facility,1294,U,U,,,,U,U,U,https://www.sccgov.org/sites/sheriff/COVID19/Pages/Population-COVID-19-Tracking.aspx,,,,
10/25/20 - 10/31/20,Santa Clara,Elmwood Complex - Men's facility,1294,U,U,,,,U,U,U,https://www.sccgov.org/sites/sheriff/COVID19/Pages/Population-COVID-19-Tracking.aspx,,,,
